32 primary inputs
32 primary outputs
256 AND gates
32 NOT gates
2128 NOR gates

Fanout...
AND-545: OUTPUT-545
NOR-1581: OUTPUT-1581
NOR-1901: OUTPUT-1901
NOR-2223: OUTPUT-2223
NOR-2548: OUTPUT-2548
NOR-2877: OUTPUT-2877
NOR-3211: OUTPUT-3211
NOR-3552: OUTPUT-3552
NOR-3895: OUTPUT-3895
NOR-4241: OUTPUT-4241
NOR-4591: OUTPUT-4591
NOR-4946: OUTPUT-4946
NOR-5308: OUTPUT-5308
NOR-5672: OUTPUT-5672
NOR-5971: OUTPUT-5971
NOR-6123: OUTPUT-6123
NOR-6150: OUTPUT-6150
NOR-6160: OUTPUT-6160
NOR-6170: OUTPUT-6170
NOR-6180: OUTPUT-6180
NOR-6190: OUTPUT-6190
NOR-6200: OUTPUT-6200
NOR-6210: OUTPUT-6210
NOR-6220: OUTPUT-6220
NOR-6230: OUTPUT-6230
NOR-6240: OUTPUT-6240
NOR-6250: OUTPUT-6250
NOR-6260: OUTPUT-6260
NOR-6270: OUTPUT-6270
NOR-6280: OUTPUT-6280
NOR-6287: OUTPUT-6287
NOR-6288: OUTPUT-6288
AND-546: NOR-1446, NOR-1507
NOR-4498: NOR-4377, NOR-4435
NOR-4499: NOR-4435, NOR-4374
NOR-4500: NOR-4439, NOR-4440
NOR-4503: NOR-4441, AND-1056
NOR-4507: NOR-4386, NOR-4444
NOR-4508: NOR-4444, AND-1104
NOR-4509: NOR-4281, NOR-4444
NOR-4512: NOR-4448, NOR-4449
NOR-4515: NOR-4453, NOR-4450
NOR-4519: NOR-4398, NOR-4456
NOR-4520: NOR-4456, NOR-4395
NOR-4521: NOR-4460, NOR-4461
NOR-4524: NOR-4405, NOR-4462
NOR-4525: NOR-4462, AND-573
NOR-4526: NOR-4294, NOR-4462
NOR-4529: NOR-4408, NOR-4466
NOR-4530: NOR-4466, AND-621
NOR-4531: NOR-4298, NOR-4466
NOR-4534: NOR-4411, NOR-4470
NOR-4535: NOR-4470, AND-669
NOR-4536: NOR-4302, NOR-4470
NOR-4539: NOR-4414, NOR-4474
NOR-4540: NOR-4474, AND-717
NOR-4541: NOR-4306, NOR-4474
NOR-4544: NOR-4417, NOR-4478
NOR-4545: NOR-4478, AND-765
NOR-4546: NOR-4310, NOR-4478
NOR-4549: NOR-4420, NOR-4482
NOR-4550: NOR-4482, AND-813
NOR-4551: NOR-4314, NOR-4482
NOR-4554: NOR-4486, NOR-4487
NOR-4557: NOR-4491, NOR-4488
NOR-4561: NOR-4432, NOR-4494
NOR-4562: NOR-4494, NOR-4429
NOR-4563: NOR-4498, NOR-4499
NOR-4566: NOR-4500, AND-1008
NOR-4570: NOR-4441, NOR-4503
NOR-4571: NOR-4503, AND-1056
NOR-4572: NOR-4335, NOR-4503
NOR-4575: NOR-4507, NOR-4508
NOR-4578: NOR-4512, NOR-4509
NOR-4582: NOR-4453, NOR-4515
NOR-4583: NOR-4515, NOR-4450
NOR-4584: NOR-4519, NOR-4520
NOR-4587: NOR-4521, AND-1251
NOR-4592: NOR-4529, NOR-4530
NOR-4595: NOR-4534, NOR-4535
NOR-4598: NOR-4539, NOR-4540
NOR-4601: NOR-4544, NOR-4545
NOR-4604: NOR-4549, NOR-4550
NOR-4607: NOR-4554, NOR-4551
NOR-4611: NOR-4491, NOR-4557
NOR-4612: NOR-4557, NOR-4488
NOR-4613: NOR-4561, NOR-4562
NOR-4616: NOR-4563, AND-960
NOR-4620: NOR-4500, NOR-4566
NOR-4621: NOR-4566, AND-1008
NOR-4622: NOR-4380, NOR-4566
NOR-4625: NOR-4570, NOR-4571
NOR-4628: NOR-4575, NOR-4572
NOR-4632: NOR-4512, NOR-4578
NOR-4633: NOR-4578, NOR-4509
NOR-4634: NOR-4582, NOR-4583
NOR-4637: NOR-4584, AND-1203
NOR-4641: NOR-4521, NOR-4587
NOR-4642: NOR-4587, AND-1251
NOR-4643: NOR-4401, NOR-4587
NOR-4646: NOR-4592, NOR-4526
NOR-4650: NOR-4595, NOR-4531
NOR-4654: NOR-4598, NOR-4536
NOR-4658: NOR-4601, NOR-4541
NOR-4662: NOR-4604, NOR-4546
NOR-4666: NOR-4554, NOR-4607
NOR-4667: NOR-4607, NOR-4551
NOR-4668: NOR-4611, NOR-4612
NOR-4671: NOR-4613, AND-912
NOR-4675: NOR-4563, NOR-4616
NOR-4676: NOR-4616, AND-960
NOR-4677: NOR-4435, NOR-4616
NOR-4680: NOR-4620, NOR-4621
NOR-4683: NOR-4625, NOR-4622
NOR-4687: NOR-4575, NOR-4628
NOR-4688: NOR-4628, NOR-4572
NOR-4689: NOR-4632, NOR-4633
NOR-4692: NOR-4634, AND-1155
NOR-4696: NOR-4584, NOR-4637
NOR-4697: NOR-4637, AND-1203
NOR-4698: NOR-4456, NOR-4637
NOR-4701: NOR-4641, NOR-4642
NOR-4704: AND-1299, NOR-4643
NOR-4708: NOR-4592, NOR-4646
NOR-4709: NOR-4646, NOR-4526
NOR-4710: NOR-4595, NOR-4650
NOR-4711: NOR-4650, NOR-4531
NOR-4712: NOR-4598, NOR-4654
NOR-4713: NOR-4654, NOR-4536
NOR-4714: NOR-4601, NOR-4658
NOR-4715: NOR-4658, NOR-4541
NOR-4716: NOR-4604, NOR-4662
NOR-4717: NOR-4662, NOR-4546
NOR-4718: NOR-4666, NOR-4667
NOR-4721: NOR-4668, AND-864
NOR-4725: NOR-4613, NOR-4671
NOR-4726: NOR-4671, AND-912
NOR-4727: NOR-4494, NOR-4671
NOR-4730: NOR-4675, NOR-4676
NOR-4733: NOR-4680, NOR-4677
NOR-4737: NOR-4625, NOR-4683
NOR-4738: NOR-4683, NOR-4622
NOR-4739: NOR-4687, NOR-4688
NOR-4742: NOR-4689, AND-1107
NOR-4746: NOR-4634, NOR-4692
NOR-4747: NOR-4692, AND-1155
NOR-4748: NOR-4515, NOR-4692
NOR-4751: NOR-4696, NOR-4697
NOR-4754: NOR-4701, NOR-4698
NOR-4758: AND-1299, NOR-4704
NOR-4759: NOR-4704, NOR-4643
NOR-4760: NOR-4708, NOR-4709
NOR-4763: NOR-4710, NOR-4711
NOR-4766: NOR-4712, NOR-4713
NOR-4769: NOR-4714, NOR-4715
NOR-4772: NOR-4716, NOR-4717
NOR-4775: NOR-4718, AND-816
NOR-4779: NOR-4668, NOR-4721
NOR-4780: NOR-4721, AND-864
NOR-4781: NOR-4557, NOR-4721
NOR-4784: NOR-4725, NOR-4726
NOR-4787: NOR-4730, NOR-4727
NOR-4791: NOR-4680, NOR-4733
NOR-4792: NOR-4733, NOR-4677
NOR-4793: NOR-4737, NOR-4738
NOR-4796: NOR-4739, AND-1059
NOR-4800: NOR-4689, NOR-4742
NOR-4801: NOR-4742, AND-1107
NOR-4802: NOR-4578, NOR-4742
NOR-4805: NOR-4746, NOR-4747
NOR-4808: NOR-4751, NOR-4748
NOR-4812: NOR-4701, NOR-4754
NOR-4813: NOR-4754, NOR-4698
NOR-4814: NOR-4758, NOR-4759
NOR-4817: NOR-4760, AND-576
NOR-4821: NOR-4763, AND-624
NOR-4825: NOR-4766, AND-672
NOR-4829: NOR-4769, AND-720
NOR-4833: NOR-4772, AND-768
NOR-4837: NOR-4718, NOR-4775
NOR-4838: NOR-4775, AND-816
NOR-4839: NOR-4607, NOR-4775
NOR-4842: NOR-4779, NOR-4780
NOR-4845: NOR-4784, NOR-4781
NOR-4849: NOR-4730, NOR-4787
NOR-4850: NOR-4787, NOR-4727
NOR-4851: NOR-4791, NOR-4792
NOR-4854: NOR-4793, AND-1011
NOR-4858: NOR-4739, NOR-4796
NOR-4859: NOR-4796, AND-1059
NOR-4860: NOR-4628, NOR-4796
NOR-4863: NOR-4800, NOR-4801
NOR-4866: NOR-4805, NOR-4802
NOR-4870: NOR-4751, NOR-4808
NOR-4871: NOR-4808, NOR-4748
NOR-4872: NOR-4812, NOR-4813
NOR-4875: NOR-4814, AND-1254
NOR-4879: NOR-4760, NOR-4817
NOR-4880: NOR-4817, AND-576
NOR-4881: NOR-4646, NOR-4817
NOR-4884: NOR-4763, NOR-4821
NOR-4885: NOR-4821, AND-624
NOR-4886: NOR-4650, NOR-4821
NOR-4889: NOR-4766, NOR-4825
NOR-4890: NOR-4825, AND-672
NOR-4891: NOR-4654, NOR-4825
NOR-4894: NOR-4769, NOR-4829
NOR-4895: NOR-4829, AND-720
NOR-4896: NOR-4658, NOR-4829
NOR-4899: NOR-4772, NOR-4833
NOR-4900: NOR-4833, AND-768
NOR-4901: NOR-4662, NOR-4833
NOR-4904: NOR-4837, NOR-4838
NOR-4907: NOR-4842, NOR-4839
NOR-4911: NOR-4784, NOR-4845
NOR-4912: NOR-4845, NOR-4781
NOR-4913: NOR-4849, NOR-4850
NOR-4916: NOR-4851, AND-963
NOR-4920: NOR-4793, NOR-4854
NOR-4921: NOR-4854, AND-1011
NOR-4922: NOR-4683, NOR-4854
NOR-4925: NOR-4858, NOR-4859
NOR-4928: NOR-4863, NOR-4860
NOR-4932: NOR-4805, NOR-4866
NOR-4933: NOR-4866, NOR-4802
NOR-4934: NOR-4870, NOR-4871
NOR-4937: NOR-4872, AND-1206
NOR-4941: NOR-4814, NOR-4875
NOR-4942: NOR-4875, AND-1254
NOR-4943: NOR-4704, NOR-4875
NOR-4947: NOR-4884, NOR-4885
NOR-4950: NOR-4889, NOR-4890
NOR-4953: NOR-4894, NOR-4895
NOR-4956: NOR-4899, NOR-4900
NOR-4959: NOR-4904, NOR-4901
NOR-4963: NOR-4842, NOR-4907
NOR-4964: NOR-4907, NOR-4839
NOR-4965: NOR-4911, NOR-4912
NOR-4968: NOR-4913, AND-915
NOR-4972: NOR-4851, NOR-4916
NOR-4973: NOR-4916, AND-963
NOR-4974: NOR-4733, NOR-4916
NOR-4977: NOR-4920, NOR-4921
NOR-4980: NOR-4925, NOR-4922
NOR-4984: NOR-4863, NOR-4928
NOR-4985: NOR-4928, NOR-4860
NOR-4986: NOR-4932, NOR-4933
NOR-4989: NOR-4934, AND-1158
NOR-4993: NOR-4872, NOR-4937
NOR-4994: NOR-4937, AND-1206
NOR-4995: NOR-4754, NOR-4937
NOR-4998: NOR-4941, NOR-4942
NOR-5001: AND-1302, NOR-4943
NOR-5005: NOR-4947, NOR-4881
NOR-5009: NOR-4950, NOR-4886
NOR-5013: NOR-4953, NOR-4891
NOR-5017: NOR-4956, NOR-4896
NOR-5021: NOR-4904, NOR-4959
NOR-5022: NOR-4959, NOR-4901
NOR-5023: NOR-4963, NOR-4964
NOR-5026: NOR-4965, AND-867
NOR-5030: NOR-4913, NOR-4968
NOR-5031: NOR-4968, AND-915
NOR-5032: NOR-4787, NOR-4968
NOR-5035: NOR-4972, NOR-4973
NOR-5038: NOR-4977, NOR-4974
NOR-5042: NOR-4925, NOR-4980
NOR-5043: NOR-4980, NOR-4922
NOR-5044: NOR-4984, NOR-4985
NOR-5047: NOR-4986, AND-1110
NOR-5051: NOR-4934, NOR-4989
NOR-5052: NOR-4989, AND-1158
NOR-5053: NOR-4808, NOR-4989
NOR-5056: NOR-4993, NOR-4994
NOR-5059: NOR-4998, NOR-4995
NOR-5063: AND-1302, NOR-5001
NOR-5064: NOR-5001, NOR-4943
NOR-5065: NOR-4947, NOR-5005
NOR-5066: NOR-5005, NOR-4881
NOR-5067: NOR-4950, NOR-5009
NOR-5068: NOR-5009, NOR-4886
NOR-5069: NOR-4953, NOR-5013
NOR-5070: NOR-5013, NOR-4891
NOR-5071: NOR-4956, NOR-5017
NOR-5072: NOR-5017, NOR-4896
NOR-5073: NOR-5021, NOR-5022
NOR-5076: NOR-5023, AND-819
NOR-5080: NOR-4965, NOR-5026
NOR-5081: NOR-5026, AND-867
NOR-5082: NOR-4845, NOR-5026
NOR-5085: NOR-5030, NOR-5031
NOR-5088: NOR-5035, NOR-5032
NOR-5092: NOR-4977, NOR-5038
NOR-5093: NOR-5038, NOR-4974
NOR-5094: NOR-5042, NOR-5043
NOR-5097: NOR-5044, AND-1062
NOR-5101: NOR-4986, NOR-5047
NOR-5102: NOR-5047, AND-1110
NOR-5103: NOR-4866, NOR-5047
NOR-5106: NOR-5051, NOR-5052
NOR-5109: NOR-5056, NOR-5053
NOR-5113: NOR-4998, NOR-5059
NOR-5114: NOR-5059, NOR-4995
NOR-5115: NOR-5063, NOR-5064
NOR-5118: NOR-5065, NOR-5066
NOR-5121: NOR-5067, NOR-5068
NOR-5124: NOR-5069, NOR-5070
NOR-5127: NOR-5071, NOR-5072
NOR-5130: NOR-5073, AND-771
NOR-5134: NOR-5023, NOR-5076
NOR-5135: NOR-5076, AND-819
NOR-5136: NOR-4907, NOR-5076
NOR-5139: NOR-5080, NOR-5081
NOR-5142: NOR-5085, NOR-5082
NOR-5146: NOR-5035, NOR-5088
NOR-5147: NOR-5088, NOR-5032
NOR-5148: NOR-5092, NOR-5093
NOR-5151: NOR-5094, AND-1014
NOR-5155: NOR-5044, NOR-5097
NOR-5156: NOR-5097, AND-1062
NOR-5157: NOR-4928, NOR-5097
NOR-5160: NOR-5101, NOR-5102
NOR-5163: NOR-5106, NOR-5103
NOR-5167: NOR-5056, NOR-5109
NOR-5168: NOR-5109, NOR-5053
NOR-5169: NOR-5113, NOR-5114
NOR-5172: NOR-5115, AND-1257
NOR-5176: NOR-5118, AND-579
NOR-5180: NOR-5121, AND-627
NOR-5184: NOR-5124, AND-675
NOR-5188: NOR-5127, AND-723
NOR-5192: NOR-5073, NOR-5130
NOR-5193: NOR-5130, AND-771
NOR-5194: NOR-4959, NOR-5130
NOR-5197: NOR-5134, NOR-5135
NOR-5200: NOR-5139, NOR-5136
NOR-5204: NOR-5085, NOR-5142
NOR-5205: NOR-5142, NOR-5082
NOR-5206: NOR-5146, NOR-5147
NOR-5209: NOR-5148, AND-966
NOR-5213: NOR-5094, NOR-5151
NOR-5214: NOR-5151, AND-1014
NOR-5215: NOR-4980, NOR-5151
NOR-5218: NOR-5155, NOR-5156
NOR-5221: NOR-5160, NOR-5157
NOR-5225: NOR-5106, NOR-5163
NOR-5226: NOR-5163, NOR-5103
NOR-5227: NOR-5167, NOR-5168
NOR-5230: NOR-5169, AND-1209
NOR-5234: NOR-5115, NOR-5172
NOR-5235: NOR-5172, AND-1257
NOR-5236: NOR-5001, NOR-5172
NOR-5239: NOR-5118, NOR-5176
NOR-5240: NOR-5176, AND-579
NOR-5241: NOR-5005, NOR-5176
NOR-5244: NOR-5121, NOR-5180
NOR-5245: NOR-5180, AND-627
NOR-5246: NOR-5009, NOR-5180
NOR-5249: NOR-5124, NOR-5184
NOR-5250: NOR-5184, AND-675
NOR-5251: NOR-5013, NOR-5184
NOR-5254: NOR-5127, NOR-5188
NOR-5255: NOR-5188, AND-723
NOR-5256: NOR-5017, NOR-5188
NOR-5259: NOR-5192, NOR-5193
NOR-5262: NOR-5197, NOR-5194
NOR-5266: NOR-5139, NOR-5200
NOR-5267: NOR-5200, NOR-5136
NOR-5268: NOR-5204, NOR-5205
NOR-5271: NOR-5206, AND-918
NOR-5275: NOR-5148, NOR-5209
NOR-5276: NOR-5209, AND-966
NOR-5277: NOR-5038, NOR-5209
NOR-5280: NOR-5213, NOR-5214
NOR-5283: NOR-5218, NOR-5215
NOR-5287: NOR-5160, NOR-5221
NOR-5288: NOR-5221, NOR-5157
NOR-5289: NOR-5225, NOR-5226
NOR-5292: NOR-5227, AND-1161
NOR-5296: NOR-5169, NOR-5230
NOR-5297: NOR-5230, AND-1209
NOR-5298: NOR-5059, NOR-5230
NOR-5301: NOR-5234, NOR-5235
NOR-5304: AND-1305, NOR-5236
NOR-5309: NOR-5244, NOR-5245
NOR-5312: NOR-5249, NOR-5250
NOR-5315: NOR-5254, NOR-5255
NOR-5318: NOR-5259, NOR-5256
NOR-5322: NOR-5197, NOR-5262
NOR-5323: NOR-5262, NOR-5194
NOR-5324: NOR-5266, NOR-5267
NOR-5327: NOR-5268, AND-870
NOR-5331: NOR-5206, NOR-5271
NOR-5332: NOR-5271, AND-918
NOR-5333: NOR-5088, NOR-5271
NOR-5336: NOR-5275, NOR-5276
NOR-5339: NOR-5280, NOR-5277
NOR-5343: NOR-5218, NOR-5283
NOR-5344: NOR-5283, NOR-5215
NOR-5345: NOR-5287, NOR-5288
NOR-5348: NOR-5289, AND-1113
NOR-5352: NOR-5227, NOR-5292
NOR-5353: NOR-5292, AND-1161
NOR-5354: NOR-5109, NOR-5292
NOR-5357: NOR-5296, NOR-5297
NOR-5360: NOR-5301, NOR-5298
NOR-5364: AND-1305, NOR-5304
NOR-5365: NOR-5304, NOR-5236
NOR-5366: NOR-5309, NOR-5241
NOR-5370: NOR-5312, NOR-5246
NOR-5374: NOR-5315, NOR-5251
NOR-5378: NOR-5259, NOR-5318
NOR-5379: NOR-5318, NOR-5256
NOR-5380: NOR-5322, NOR-5323
NOR-5383: NOR-5324, AND-822
NOR-5387: NOR-5268, NOR-5327
NOR-5388: NOR-5327, AND-870
NOR-5389: NOR-5142, NOR-5327
NOR-5392: NOR-5331, NOR-5332
NOR-5395: NOR-5336, NOR-5333
NOR-5399: NOR-5280, NOR-5339
NOR-5400: NOR-5339, NOR-5277
NOR-5401: NOR-5343, NOR-5344
NOR-5404: NOR-5345, AND-1065
NOR-5408: NOR-5289, NOR-5348
NOR-5409: NOR-5348, AND-1113
NOR-5410: NOR-5163, NOR-5348
NOR-5413: NOR-5352, NOR-5353
NOR-5416: NOR-5357, NOR-5354
NOR-5420: NOR-5301, NOR-5360
NOR-5421: NOR-5360, NOR-5298
NOR-5422: NOR-5364, NOR-5365
NOR-5425: NOR-5309, NOR-5366
NOR-5426: NOR-5366, NOR-5241
NOR-5427: NOR-5312, NOR-5370
NOR-5428: NOR-5370, NOR-5246
NOR-5429: NOR-5315, NOR-5374
NOR-5430: NOR-5374, NOR-5251
NOR-5431: NOR-5378, NOR-5379
NOR-5434: NOR-5380, AND-774
NOR-5438: NOR-5324, NOR-5383
NOR-5439: NOR-5383, AND-822
NOR-5440: NOR-5200, NOR-5383
NOR-5443: NOR-5387, NOR-5388
NOR-5446: NOR-5392, NOR-5389
NOR-5450: NOR-5336, NOR-5395
NOR-5451: NOR-5395, NOR-5333
NOR-5452: NOR-5399, NOR-5400
NOR-5455: NOR-5401, AND-1017
NOR-5459: NOR-5345, NOR-5404
NOR-5460: NOR-5404, AND-1065
NOR-5461: NOR-5221, NOR-5404
NOR-5464: NOR-5408, NOR-5409
NOR-5467: NOR-5413, NOR-5410
NOR-5471: NOR-5357, NOR-5416
NOR-5472: NOR-5416, NOR-5354
NOR-5473: NOR-5420, NOR-5421
NOR-5476: NOR-5422, AND-1260
NOR-5480: NOR-5425, NOR-5426
NOR-5483: NOR-5427, NOR-5428
NOR-5486: NOR-5429, NOR-5430
NOR-5489: NOR-5431, AND-726
NOR-5493: NOR-5380, NOR-5434
NOR-5494: NOR-5434, AND-774
NOR-5495: NOR-5262, NOR-5434
NOR-5498: NOR-5438, NOR-5439
NOR-5501: NOR-5443, NOR-5440
NOR-5505: NOR-5392, NOR-5446
NOR-5506: NOR-5446, NOR-5389
NOR-5507: NOR-5450, NOR-5451
NOR-5510: NOR-5452, AND-969
NOR-5514: NOR-5401, NOR-5455
NOR-5515: NOR-5455, AND-1017
NOR-5516: NOR-5283, NOR-5455
NOR-5519: NOR-5459, NOR-5460
NOR-5522: NOR-5464, NOR-5461
NOR-5526: NOR-5413, NOR-5467
NOR-5527: NOR-5467, NOR-5410
NOR-5528: NOR-5471, NOR-5472
NOR-5531: NOR-5473, AND-1212
NOR-5535: NOR-5422, NOR-5476
NOR-5536: NOR-5476, AND-1260
NOR-5537: NOR-5304, NOR-5476
NOR-5540: NOR-5480, AND-582
NOR-5544: NOR-5483, AND-630
NOR-5548: NOR-5486, AND-678
NOR-5552: NOR-5431, NOR-5489
NOR-5553: NOR-5489, AND-726
NOR-5554: NOR-5318, NOR-5489
NOR-5557: NOR-5493, NOR-5494
NOR-5560: NOR-5498, NOR-5495
NOR-5564: NOR-5443, NOR-5501
NOR-5565: NOR-5501, NOR-5440
NOR-5566: NOR-5505, NOR-5506
NOR-5569: NOR-5507, AND-921
NOR-5573: NOR-5452, NOR-5510
NOR-5574: NOR-5510, AND-969
NOR-5575: NOR-5339, NOR-5510
NOR-5578: NOR-5514, NOR-5515
NOR-5581: NOR-5519, NOR-5516
NOR-5585: NOR-5464, NOR-5522
NOR-5586: NOR-5522, NOR-5461
NOR-5587: NOR-5526, NOR-5527
NOR-5590: NOR-5528, AND-1164
NOR-5594: NOR-5473, NOR-5531
NOR-5595: NOR-5531, AND-1212
NOR-5596: NOR-5360, NOR-5531
NOR-5599: NOR-5535, NOR-5536
NOR-5602: AND-1308, NOR-5537
NOR-5606: NOR-5480, NOR-5540
NOR-5607: NOR-5540, AND-582
NOR-5608: NOR-5366, NOR-5540
NOR-5611: NOR-5483, NOR-5544
NOR-5612: NOR-5544, AND-630
NOR-5613: NOR-5370, NOR-5544
NOR-5616: NOR-5486, NOR-5548
NOR-5617: NOR-5548, AND-678
NOR-5618: NOR-5374, NOR-5548
NOR-5621: NOR-5552, NOR-5553
NOR-5624: NOR-5557, NOR-5554
NOR-5628: NOR-5498, NOR-5560
NOR-5629: NOR-5560, NOR-5495
NOR-5630: NOR-5564, NOR-5565
NOR-5633: NOR-5566, AND-873
NOR-5637: NOR-5507, NOR-5569
NOR-5638: NOR-5569, AND-921
NOR-5639: NOR-5395, NOR-5569
NOR-5642: NOR-5573, NOR-5574
NOR-5645: NOR-5578, NOR-5575
NOR-5649: NOR-5519, NOR-5581
NOR-5650: NOR-5581, NOR-5516
NOR-5651: NOR-5585, NOR-5586
NOR-5654: NOR-5587, AND-1116
NOR-5658: NOR-5528, NOR-5590
NOR-5659: NOR-5590, AND-1164
NOR-5660: NOR-5416, NOR-5590
NOR-5663: NOR-5594, NOR-5595
NOR-5666: NOR-5599, NOR-5596
NOR-5670: AND-1308, NOR-5602
NOR-5671: NOR-5602, NOR-5537
NOR-5673: NOR-5611, NOR-5612
NOR-5676: NOR-5616, NOR-5617
NOR-5679: NOR-5621, NOR-5618
NOR-5683: NOR-5557, NOR-5624
NOR-5684: NOR-5624, NOR-5554
NOR-5685: NOR-5628, NOR-5629
NOR-5688: NOR-5630, AND-825
NOR-5692: NOR-5566, NOR-5633
NOR-5693: NOR-5633, AND-873
NOR-5694: NOR-5446, NOR-5633
NOR-5697: NOR-5637, NOR-5638
NOR-5700: NOR-5642, NOR-5639
NOR-5704: NOR-5578, NOR-5645
NOR-5705: NOR-5645, NOR-5575
NOR-5706: NOR-5649, NOR-5650
NOR-5709: NOR-5651, AND-1068
NOR-5713: NOR-5587, NOR-5654
NOR-5714: NOR-5654, AND-1116
NOR-5715: NOR-5467, NOR-5654
NOR-5718: NOR-5658, NOR-5659
NOR-5721: NOR-5663, NOR-5660
NOR-5725: NOR-5599, NOR-5666
NOR-5726: NOR-5666, NOR-5596
NOR-5727: NOR-5670, NOR-5671
NOR-5730: NOR-5673, NOR-5608
NOR-5734: NOR-5676, NOR-5613
NOR-5738: NOR-5621, NOR-5679
NOR-5739: NOR-5679, NOR-5618
NOR-5740: NOR-5683, NOR-5684
NOR-5743: NOR-5685, AND-777
NOR-5747: NOR-5630, NOR-5688
NOR-5748: NOR-5688, AND-825
NOR-5749: NOR-5501, NOR-5688
NOR-5752: NOR-5692, NOR-5693
NOR-5755: NOR-5697, NOR-5694
NOR-5759: NOR-5642, NOR-5700
NOR-5760: NOR-5700, NOR-5639
NOR-5761: NOR-5704, NOR-5705
NOR-5764: NOR-5706, AND-1020
NOR-5768: NOR-5651, NOR-5709
NOR-5769: NOR-5709, AND-1068
NOR-5770: NOR-5522, NOR-5709
NOR-5773: NOR-5713, NOR-5714
NOR-5776: NOR-5718, NOR-5715
NOR-5780: NOR-5663, NOR-5721
NOR-5781: NOR-5721, NOR-5660
NOR-5782: NOR-5725, NOR-5726
NOR-5785: NOR-5673, NOR-5730
NOR-5786: NOR-5730, NOR-5608
NOR-5787: NOR-5676, NOR-5734
NOR-5788: NOR-5734, NOR-5613
NOR-5789: NOR-5738, NOR-5739
NOR-5792: NOR-5740, AND-729
NOR-5796: NOR-5685, NOR-5743
NOR-5797: NOR-5743, AND-777
NOR-5798: NOR-5560, NOR-5743
NOR-5801: NOR-5747, NOR-5748
NOR-5804: NOR-5752, NOR-5749
NOR-5808: NOR-5697, NOR-5755
NOR-5809: NOR-5755, NOR-5694
NOR-5810: NOR-5759, NOR-5760
NOR-5813: NOR-5761, AND-972
NOR-5817: NOR-5706, NOR-5764
NOR-5818: NOR-5764, AND-1020
NOR-5819: NOR-5581, NOR-5764
NOR-5822: NOR-5768, NOR-5769
NOR-5825: NOR-5773, NOR-5770
NOR-5829: NOR-5718, NOR-5776
NOR-5830: NOR-5776, NOR-5715
NOR-5831: NOR-5780, NOR-5781
NOR-5834: NOR-5785, NOR-5786
NOR-5837: NOR-5787, NOR-5788
NOR-5840: NOR-5789, AND-681
NOR-5844: NOR-5740, NOR-5792
NOR-5845: NOR-5792, AND-729
NOR-5846: NOR-5624, NOR-5792
NOR-5849: NOR-5796, NOR-5797
NOR-5852: NOR-5801, NOR-5798
NOR-5856: NOR-5752, NOR-5804
NOR-5857: NOR-5804, NOR-5749
NOR-5858: NOR-5808, NOR-5809
NOR-5861: NOR-5810, AND-924
NOR-5865: NOR-5761, NOR-5813
NOR-5866: NOR-5813, AND-972
NOR-5867: NOR-5645, NOR-5813
NOR-5870: NOR-5817, NOR-5818
NOR-5873: NOR-5822, NOR-5819
NOR-5877: NOR-5773, NOR-5825
NOR-5878: NOR-5825, NOR-5770
NOR-5879: NOR-5829, NOR-5830
NOR-5882: NOR-5834, AND-585
NOR-5886: NOR-5837, AND-633
NOR-5890: NOR-5789, NOR-5840
NOR-5891: NOR-5840, AND-681
NOR-5892: NOR-5679, NOR-5840
NOR-5895: NOR-5844, NOR-5845
NOR-5898: NOR-5849, NOR-5846
NOR-5902: NOR-5801, NOR-5852
NOR-5903: NOR-5852, NOR-5798
NOR-5904: NOR-5856, NOR-5857
NOR-5907: NOR-5858, AND-876
NOR-5911: NOR-5810, NOR-5861
NOR-5912: NOR-5861, AND-924
NOR-5913: NOR-5700, NOR-5861
NOR-5916: NOR-5865, NOR-5866
NOR-5919: NOR-5870, NOR-5867
NOR-5923: NOR-5822, NOR-5873
NOR-5924: NOR-5873, NOR-5819
NOR-5925: NOR-5877, NOR-5878
NOR-5928: NOR-5834, NOR-5882
NOR-5929: NOR-5882, AND-585
NOR-5930: NOR-5730, NOR-5882
NOR-5933: NOR-5837, NOR-5886
NOR-5934: NOR-5886, AND-633
NOR-5935: NOR-5734, NOR-5886
NOR-5938: NOR-5890, NOR-5891
NOR-5941: NOR-5895, NOR-5892
NOR-5945: NOR-5849, NOR-5898
NOR-5946: NOR-5898, NOR-5846
NOR-5947: NOR-5902, NOR-5903
NOR-5950: NOR-5904, AND-828
NOR-5954: NOR-5858, NOR-5907
NOR-5955: NOR-5907, AND-876
NOR-5956: NOR-5755, NOR-5907
NOR-5959: NOR-5911, NOR-5912
NOR-5962: NOR-5916, NOR-5913
NOR-5966: NOR-5870, NOR-5919
NOR-5967: NOR-5919, NOR-5867
NOR-5968: NOR-5923, NOR-5924
NOR-5972: NOR-5933, NOR-5934
NOR-5975: NOR-5938, NOR-5935
NOR-5979: NOR-5895, NOR-5941
NOR-5980: NOR-5941, NOR-5892
NOR-5981: NOR-5945, NOR-5946
NOR-5984: NOR-5947, AND-780
NOR-5988: NOR-5904, NOR-5950
NOR-5989: NOR-5950, AND-828
NOR-5990: NOR-5804, NOR-5950
NOR-5993: NOR-5954, NOR-5955
NOR-5996: NOR-5959, NOR-5956
NOR-6000: NOR-5916, NOR-5962
NOR-6001: NOR-5962, NOR-5913
